clientId,status,manifestRequests,noticeRequests,noticeRetries,bytes,manifestDetectedMs,endToEndMs
281,ready,2,2,1,636,13344.83,19055.06
282,ready,1,1,0,636,11802.82,16443.36
283,ready,2,1,0,636,25946.36,31263.62
284,ready,1,2,1,636,13881.37,65158.32
285,ready,1,1,0,636,17085.66,21922.29
286,ready,2,1,0,636,27020.92,30981.77
287,ready,1,1,0,636,17948.91,23313.31
288,ready,3,1,0,636,28849.86,33499.64
289,ready,3,1,0,636,28434.37,33808.29
290,ready,2,1,0,636,27020.99,32037.98
291,ready,1,1,0,636,13110.79,18145.43
292,ready,2,1,0,636,26219.85,30615.38
293,ready,2,1,0,636,25840.98,30215.41
294,ready,1,1,0,636,18178.42,22515.21
295,ready,1,1,0,636,16801.86,21830.77
296,ready,2,1,0,636,27237.59,32170.62
297,ready,1,1,0,636,20296.02,24264.54
298,ready,2,1,0,636,25940.96,30855.94
299,ready,1,1,0,636,13892.42,18512.46
300,ready,1,3,2,636,13901.84,20443.23
301,ready,2,1,0,636,13342.74,18121.93
302,ready,1,1,0,636,5748.96,14640.84
303,ready,3,1,0,636,29183.25,33396.42
304,ready,1,1,0,636,13152.49,17562.83
305,ready,1,1,0,636,13687.49,25961.49
306,ready,2,1,0,636,27533.41,31732.42
307,ready,1,2,1,636,21602.47,26162.93
308,ready,1,1,0,636,15223.12,20328.16
309,ready,2,1,0,636,27531.85,31757.11
310,ready,2,1,0,636,27536.34,31990.77
311,ready,1,1,0,636,11165.75,18009.4
312,ready,1,1,0,636,11797.73,15961.31
313,ready,1,1,0,636,11796.94,16096.14
314,ready,2,1,0,636,27028.15,31241.37
315,ready,2,1,0,636,25828.55,30858.61
316,ready,1,1,0,636,13892.37,18479.96
317,ready,1,1,0,636,14565.02,18979.71
318,ready,1,1,0,636,9719.44,28295.63
319,ready,2,1,0,636,27039.43,31934.77
320,ready,1,1,0,636,21586.11,26483.95
321,ready,1,1,0,636,13150.81,17230.21
322,ready,1,1,0,636,9719.97,16909.03
323,ready,2,1,0,636,27737.13,32414.99
324,ready,1,1,0,636,15223.1,19376.24
325,ready,1,1,0,636,18908.77,23169.07
326,ready,1,1,0,636,17260.31,22602.66
327,ready,1,1,0,636,13913.73,19138.36
328,ready,2,1,0,636,27274.01,32418.75
329,ready,1,2,1,636,11788.78,16849.27
330,ready,2,1,0,636,27000.1,31053.66
331,ready,1,1,0,636,20444.79,25131.89
332,ready,2,1,0,636,13327.44,19051.29
333,ready,2,1,0,636,27273.76,32037.63
334,ready,1,1,0,636,18177.11,23711.09
335,ready,3,1,0,636,28021.44,32220.05
336,ready,1,1,0,636,13971.24,27475.97
337,ready,1,1,0,636,13880.94,19669.31
338,ready,1,1,0,636,11787.91,15963.82
339,ready,1,1,0,636,11791.53,21057.74
340,ready,2,2,1,636,13325.41,66030.35
341,ready,2,3,2,636,27275.61,34120.8
342,ready,1,2,1,636,13926.23,19654.66
343,ready,1,1,0,636,11165.4,21909.43
344,ready,2,1,0,636,27007.64,31846.44
345,ready,1,1,0,636,13152.25,17129.34
346,ready,3,1,0,636,29289.77,34334.96
347,ready,1,1,0,636,5749.06,14640.24
348,ready,1,1,0,636,13117.04,18352.31
349,ready,2,1,0,636,25747.92,30230.97
350,ready,1,1,0,636,11161.97,16096.24
351,ready,1,1,0,636,13152.14,18039.86
352,ready,1,1,0,636,11788.61,20306.11
353,ready,1,1,0,636,13104.94,17396.24
354,ready,1,1,0,636,18122.38,23313.33
355,ready,2,1,0,636,28011.08,32062.3
356,ready,2,1,0,636,26219.88,31045.22
357,ready,2,1,0,636,25513.21,29938.27
358,ready,1,1,0,636,9720.58,24981.99
359,ready,2,1,0,636,27294.32,32220.32
360,ready,2,1,0,636,26142.68,30553.29
361,ready,2,1,0,636,13342.68,18106.92
362,ready,1,1,0,636,13174.25,18575.04
363,ready,1,1,0,636,15963.77,19973.25
364,ready,1,2,1,636,11793.46,30326.18
365,ready,2,1,0,636,27011.32,30951.93
366,ready,1,1,0,636,11798.16,25562.3
367,ready,1,1,0,636,13914.12,19665.52
368,ready,1,1,0,636,17826.21,22986.4
369,ready,1,1,0,636,13174.11,17539.11
370,ready,2,1,0,636,25513.22,29402.81
371,ready,1,1,0,636,11167.05,21902.99
372,ready,1,2,1,636,15953.08,21092.95
373,ready,1,1,0,636,16287.92,21603.61
374,ready,2,1,0,636,25508.62,29581.9
375,ready,1,1,0,636,13945.31,19061.64
376,ready,1,1,0,636,16287.89,21117.53
377,ready,1,3,2,636,13149.43,30864.33
378,ready,1,1,0,636,15148.53,19763.87
379,ready,2,1,0,636,13341.14,18173.36
380,ready,1,1,0,636,18418.56,23129.37
381,ready,1,1,0,636,13901.36,18482.98
382,ready,2,1,0,636,27044.1,32072.64
383,ready,2,1,0,636,25725.76,29895.32
384,ready,4,1,0,636,30562.55,35851.91
385,ready,3,1,0,636,29060.05,34110.68
386,ready,2,1,0,636,25129.26,30466.95
387,ready,2,1,0,636,25691.88,30988.1
388,ready,1,1,0,636,13150.2,18300.01
389,ready,2,1,0,636,25541.39,29440.85
390,ready,1,2,1,636,21702.92,26935.86
391,ready,2,1,0,636,27284.85,31484.33
392,ready,1,2,1,636,11799.9,16754.53
393,ready,3,1,0,636,26240.1,30842.59
394,ready,2,1,0,636,27034.85,31112.74
395,ready,1,2,1,636,11798.64,18122.32
396,ready,2,1,0,636,26148.78,31317.3
397,ready,1,1,0,636,18038.96,22920.44
398,ready,2,1,0,636,27531.79,31413.93
399,ready,3,1,0,636,28521.77,33381.87
400,ready,2,1,0,636,27039.22,32166.49
401,ready,2,1,0,636,25318.92,30313.3
402,ready,2,1,0,636,13329.91,21414.08
403,ready,1,1,0,636,18306.41,23208.05
404,ready,1,1,0,636,15806.59,20926.91
405,ready,2,1,0,636,11801.79,16551.14
406,ready,1,1,0,636,21449.45,26254.06
407,ready,2,1,0,636,27012.78,30789.86
408,ready,1,1,0,636,13937.31,18172.65
409,ready,2,1,0,636,27011.3,30825.04
410,ready,1,1,0,636,9718.49,25183.14
411,ready,1,1,0,636,14943.08,19253.3
412,ready,2,1,0,636,27011.33,32056.66
413,ready,3,1,0,636,28560.35,33383.14
414,ready,2,1,0,636,27236.78,30958.51
415,ready,2,1,0,636,26130.78,31200.54
416,ready,2,1,0,636,28065.85,33028.18
417,ready,2,1,0,636,25273.29,30669.17
418,ready,2,1,0,636,11804.36,16855.47
419,ready,2,1,0,636,26169.89,30034.87
420,ready,2,1,0,636,27014.6,32109.18
421,ready,1,1,0,636,18375.39,23641.61
422,ready,1,1,0,636,13149.58,18352.26
423,ready,2,1,0,636,11801.94,17159.32
424,ready,2,1,0,636,26018.91,30926
425,ready,1,1,0,636,21198.12,25878.7
426,ready,2,1,0,636,27289.64,31846.13
427,ready,2,1,0,636,27500.34,31834.5
428,ready,2,1,0,636,11801.11,16351.4
429,ready,1,3,2,636,11791.89,18004.22
430,ready,1,1,0,636,14005.66,19120.68
431,ready,2,1,0,636,13341.01,18295.78
432,ready,1,1,0,636,9720.07,16630.2
433,ready,2,1,0,636,25710.71,31023.61
434,ready,1,1,0,636,13891.93,18107.19
435,ready,2,1,0,636,13326.23,18351.89
436,ready,2,1,0,636,25993.19,30350.35
437,ready,1,1,0,636,23278.1,28772.64
438,ready,2,1,0,636,27533.3,31357.67
439,ready,2,1,0,636,13353.86,18120.84
440,ready,1,1,0,636,11793.13,29458.1
441,ready,2,1,0,636,13345.49,25367.22
442,ready,2,1,0,636,27028.34,31072.22
443,ready,1,2,1,636,11167.12,16502.86
444,ready,2,1,0,636,25834,31006.12
445,ready,1,1,0,636,20327.96,24982.39
446,ready,2,1,0,636,26083.53,30176.89
447,ready,2,2,1,636,27540.04,33352.32
448,ready,1,1,0,636,13104.61,18229.49
449,ready,1,1,0,636,11163.02,19931.8
450,ready,1,1,0,636,13917.32,19426.51
451,ready,1,1,0,636,13150.62,20927.2
452,ready,2,1,0,636,26089.99,30114.41
453,ready,1,1,0,636,18761.53,23317.87
454,ready,2,1,0,636,27288.06,31164.97
455,ready,1,1,0,636,11792.76,29859.98
456,ready,2,1,0,636,27272.23,32522.71
457,ready,1,3,2,636,11795.22,18246.58
458,ready,4,1,0,636,31815.46,36709.95
459,ready,2,2,1,636,27237.28,31951.33
460,ready,1,1,0,636,20516.29,25369.07
461,ready,2,1,0,636,26998.53,32038.13
462,ready,1,1,0,636,5748.91,14661.57
463,ready,1,1,0,636,13870.73,18244.51
464,ready,2,3,2,636,27271.6,33864.85
465,ready,2,1,0,636,27000.14,32056.02
466,ready,1,1,0,636,16754.19,22018.93
467,ready,1,1,0,636,11797.96,17167.34
468,ready,1,1,0,636,14404.68,18359.95
469,ready,1,1,0,636,21585.98,26363.98
470,ready,2,1,0,636,13341.43,17946.52
471,ready,1,1,0,636,11789.29,16143.86
472,ready,2,1,0,636,27014.87,32041.82
473,ready,2,2,1,636,28098.93,33975.27
474,ready,1,1,0,636,13111.38,18292.64
475,ready,1,2,1,636,20360.78,25309.34
476,ready,2,1,0,636,27235.21,31810.65
477,ready,1,1,0,636,13917.18,27461.12
478,ready,3,1,0,636,27991.32,32309.27
479,ready,2,1,0,636,11800.61,16962.65
480,ready,1,1,0,636,16698.58,20927.34
481,ready,1,1,0,636,11793.9,27077.46
482,ready,1,1,0,636,5748.42,14661.65
483,ready,2,1,0,636,27498.87,31564.65
484,ready,1,1,0,636,13941.74,18004.62
485,ready,1,2,1,636,13150.03,17913.16
486,ready,1,1,0,636,21690.72,25495.84
487,ready,1,1,0,636,13948.27,18978.14
488,ready,1,1,0,636,13110.75,18373.59
489,ready,1,1,0,636,13940.64,19323.45
490,ready,1,1,0,636,16804.25,21565.79
491,ready,1,1,0,636,19092.82,23000.78
492,ready,3,1,0,636,28463.34,34033.52
493,ready,1,2,1,636,13941.84,30736.23
494,ready,1,1,0,636,11789.87,29864.78
495,ready,2,1,0,636,27284.49,32415.07
496,ready,1,1,0,636,13151.36,17445.86
497,ready,2,3,2,636,27028.18,33307.03
498,ready,2,3,2,636,26083.49,32959.82
499,ready,2,1,0,636,25508.64,29654.04
500,ready,2,2,1,636,11801.45,30263.34
501,ready,2,1,0,636,27009.96,31403.06
502,ready,1,1,0,636,11789.51,25133.01
503,ready,2,1,0,636,27537.8,32392.86
504,ready,2,1,0,636,27533.25,31757.47
505,ready,2,2,1,636,11803.38,16849.4
506,ready,2,1,0,636,27364.56,32863.08
507,ready,2,1,0,636,26083.54,31408.57
508,ready,1,1,0,636,5748.5,14661.26
509,ready,2,1,0,636,26096.68,30354.04
510,ready,2,1,0,636,27233.15,31589.29
511,ready,1,1,0,636,5749.02,14640.45
512,ready,1,2,1,636,9718.52,16110.58
513,ready,2,1,0,636,28052.5,32041.94
514,ready,1,1,0,636,18254.91,22926.13
515,ready,1,1,0,636,11789.41,16095.97
516,ready,1,1,0,636,11162.97,16500.57
517,ready,3,1,0,636,15560.69,19418.81
518,ready,1,2,1,636,13881.34,20306.3
519,ready,2,1,0,636,13345.27,18246.4
520,ready,1,1,0,636,18108.07,23026.72
521,ready,2,1,0,636,26993.91,32219.75
522,ready,2,1,0,636,25246.81,29423.41
523,ready,2,3,2,636,13317.12,31138.51
524,ready,2,1,0,636,26316.07,31717.6
525,ready,2,1,0,636,13341.61,17219.71
526,ready,2,1,0,636,26040.19,30412.33
527,ready,2,2,1,636,25983.99,31023.52
528,ready,1,1,0,636,5749.09,14641.29
529,ready,1,1,0,636,11788.97,17088.56
530,ready,1,1,0,636,16761.49,22015
531,ready,2,1,0,636,13353.47,18285.38
532,ready,2,1,0,636,25651.49,30147.08
533,ready,1,1,0,636,9719.17,28536.42
534,ready,1,1,0,636,11802.46,20926.56
535,ready,1,3,2,636,13174.22,19939.85
536,ready,2,1,0,636,27273.67,31053.04
537,ready,2,1,0,636,26993.83,31711.06
538,ready,2,1,0,636,27611.75,31757.17
539,ready,2,1,0,636,25961.38,30218.51
540,ready,3,1,0,636,29142.36,34397.11
541,ready,1,1,0,636,13945.33,18142.33
542,ready,2,1,0,636,26309.91,30424.03
543,ready,2,1,0,636,27288.07,32132.83
544,ready,2,1,0,636,25971.97,31208.7
545,ready,2,1,0,636,25957.67,30757.08
546,ready,1,1,0,636,15173.12,19505.36
547,ready,2,1,0,636,28058.72,33107.83
548,ready,1,1,0,636,13948.09,18881.48
549,ready,2,1,0,636,27285.16,32124.5
550,ready,1,1,0,636,13937.23,19478.28
551,ready,2,1,0,636,27271.75,32258.67
552,ready,1,1,0,636,18619.56,23051.5
553,ready,1,1,0,636,16165.02,21092.98
554,ready,3,1,0,636,28888.78,33695.32
555,ready,1,1,0,636,11800.06,21902.76
556,ready,2,1,0,636,27607.12,31414.01
557,ready,2,1,0,636,13341.5,28259.89
558,ready,2,1,0,636,28010.99,33050.96
559,ready,2,2,1,636,13353.78,29328.89
560,ready,1,1,0,636,15856.66,20448.19
561,ready,2,1,0,636,26996.26,31145.7
562,ready,1,1,0,636,13104.21,18145.37
563,ready,2,2,1,636,27008.19,32082.59
564,ready,3,1,0,636,29356.75,34318.54
565,ready,2,1,0,636,27632.06,31832.72
566,ready,1,2,1,636,11795.75,63390.23
567,ready,1,1,0,636,20923.9,26231.29
568,ready,1,1,0,636,11165.21,17718.91
569,ready,2,2,1,636,27039.47,31665.04
570,ready,1,1,0,636,21042.65,25473.54
571,ready,1,1,0,636,21611.64,26311.37
572,ready,2,1,0,636,27469.59,31950.72
573,ready,1,1,0,636,15213.55,20583.1
574,ready,1,1,0,636,13935.12,17936.31
575,ready,1,1,0,636,18325.81,23314.5
576,ready,2,1,0,636,13326.56,18446.01
577,ready,1,1,0,636,11797.44,19631.71
578,ready,1,1,0,636,14786.12,19353.29
579,ready,2,1,0,636,25978.74,30853.13
580,ready,1,1,0,636,13104.63,18172.21
581,ready,2,1,0,636,27030.37,31158.89
582,ready,2,1,0,636,26315.99,30041.69
583,ready,1,1,0,636,13870.48,19231.76
584,ready,1,1,0,636,13943.27,19280.06
585,ready,2,1,0,636,11800.34,16132.4
586,ready,1,2,1,636,13149.45,30218.47
587,ready,1,1,0,636,13870.66,19024.99
588,ready,3,1,0,636,29579.87,34352.03
589,ready,2,1,0,636,25671.03,30337.65
590,ready,2,1,0,636,27237.36,31563.34
591,ready,2,1,0,636,27014.88,32107.63
592,ready,2,1,0,636,11803.59,18039.41
593,ready,1,1,0,636,13901.49,19214.19
594,ready,2,1,0,636,27495.09,32211.71
595,ready,1,1,0,636,9719.28,25553.95
596,ready,2,1,0,636,27024.17,31181.07
597,ready,2,1,0,636,25700.16,29623.69
598,ready,2,1,0,636,25990.78,31149.76
599,ready,3,1,0,636,29354.55,33564.58
600,ready,2,2,1,636,11803.68,26947.25
601,ready,1,2,1,636,11798.19,63871.38
602,ready,1,1,0,636,11789.69,20383.45
603,ready,1,1,0,636,16675.69,20927.43
604,ready,1,1,0,636,15409.31,19949.35
605,ready,2,1,0,636,25737.07,30265.89
