clientId,status,manifestRequests,noticeRequests,noticeRetries,bytes,manifestDetectedMs,endToEndMs
1,manifest_timeout,4,0,0,0,,738543.54
2,manifest_timeout,5,0,0,0,,737415.08
3,manifest_timeout,4,0,0,0,,739812.48
4,manifest_timeout,4,0,0,0,,738759.55
5,manifest_timeout,4,0,0,0,,740668.99
6,manifest_timeout,4,0,0,0,,738597.59
7,manifest_timeout,5,0,0,0,,738709.82
8,manifest_timeout,4,0,0,0,,738771.15
9,manifest_timeout,4,0,0,0,,736842.3
10,manifest_timeout,5,0,0,0,,758411.61
11,manifest_timeout,4,0,0,0,,738620.02
12,manifest_timeout,4,0,0,0,,738838.88
13,manifest_timeout,6,0,0,0,,758125.43
14,manifest_timeout,4,0,0,0,,739824.64
15,manifest_timeout,4,0,0,0,,738381.16
16,manifest_timeout,4,0,0,0,,738360.16
17,manifest_timeout,5,0,0,0,,758177.44
18,manifest_timeout,5,0,0,0,,738771.21
19,manifest_timeout,5,0,0,0,,740670.94
20,manifest_timeout,5,0,0,0,,758411.45
21,manifest_timeout,4,0,0,0,,738817.84
22,manifest_timeout,4,0,0,0,,738790.88
23,manifest_timeout,4,0,0,0,,738562.7
24,manifest_timeout,4,0,0,0,,740669.27
25,manifest_timeout,5,0,0,0,,738723.52
26,manifest_timeout,4,0,0,0,,738771.14
27,manifest_timeout,4,0,0,0,,738547.07
28,manifest_timeout,4,0,0,0,,738608.23
29,manifest_timeout,5,0,0,0,,739814
30,manifest_timeout,4,0,0,0,,738838.27
31,manifest_timeout,4,0,0,0,,738584.94
32,manifest_timeout,5,0,0,0,,758178.6
33,manifest_timeout,5,0,0,0,,738562.76
34,manifest_timeout,4,0,0,0,,733897.05
35,manifest_timeout,4,0,0,0,,738399.9
36,manifest_timeout,4,0,0,0,,738713.49
37,manifest_timeout,4,0,0,0,,739811.16
38,manifest_timeout,5,0,0,0,,758178.68
39,manifest_timeout,4,0,0,0,,739808.59
40,manifest_timeout,4,0,0,0,,733869.23
41,manifest_timeout,4,0,0,0,,739816.14
42,manifest_timeout,4,0,0,0,,740671.77
43,manifest_timeout,4,0,0,0,,739817.42
44,manifest_timeout,4,0,0,0,,738807.24
45,manifest_timeout,4,0,0,0,,740670.11
46,manifest_timeout,5,0,0,0,,760168.51
47,manifest_timeout,5,0,0,0,,758178.19
48,manifest_timeout,4,0,0,0,,738726.32
49,manifest_timeout,4,0,0,0,,738827.42
50,manifest_timeout,4,0,0,0,,736962.93
51,manifest_timeout,5,0,0,0,,738535.27
52,manifest_timeout,4,0,0,0,,738775.86
53,manifest_timeout,5,0,0,0,,760168.5
54,manifest_timeout,4,0,0,0,,738391.28
55,manifest_timeout,4,0,0,0,,738838.09
56,manifest_timeout,4,0,0,0,,738790.91
57,manifest_timeout,5,0,0,0,,738723.18
58,manifest_timeout,5,0,0,0,,758411.25
59,manifest_timeout,4,0,0,0,,738535.36
60,manifest_timeout,4,0,0,0,,739820.37
61,manifest_timeout,4,0,0,0,,738691.43
62,manifest_timeout,4,0,0,0,,739824.52
63,manifest_timeout,4,0,0,0,,739814.95
64,manifest_timeout,4,0,0,0,,738435.3
65,manifest_timeout,4,0,0,0,,738546.98
66,manifest_timeout,5,0,0,0,,739810.91
67,manifest_timeout,4,0,0,0,,738693.78
68,manifest_timeout,4,0,0,0,,739830.12
69,manifest_timeout,4,0,0,0,,738668.15
70,manifest_timeout,4,0,0,0,,738556.03
71,manifest_timeout,4,0,0,0,,738828.73
72,manifest_timeout,4,0,0,0,,738441.15
73,manifest_timeout,5,0,0,0,,758411.34
74,manifest_timeout,4,0,0,0,,740671.16
75,manifest_timeout,4,0,0,0,,738568.39
76,manifest_timeout,4,0,0,0,,739809.2
77,manifest_timeout,5,0,0,0,,758125.95
78,manifest_timeout,4,0,0,0,,738679.75
