clientId,status,manifestRequests,noticeRequests,noticeRetries,bytes,manifestDetectedMs,endToEndMs
1,manifest_timeout,6,0,0,0,,931672
2,manifest_timeout,5,0,0,0,,931674.4
3,manifest_timeout,5,0,0,0,,923561
4,manifest_timeout,6,0,0,0,,741590.13
5,manifest_timeout,5,0,0,0,,923570.62
6,manifest_timeout,5,0,0,0,,931688.49
7,manifest_timeout,6,0,0,0,,742399.9
8,manifest_timeout,5,0,0,0,,923536.99
9,manifest_timeout,5,0,0,0,,931713.81
10,manifest_timeout,6,0,0,0,,923595.11
11,manifest_timeout,5,0,0,0,,931665.31
12,manifest_timeout,6,0,0,0,,931665.87
13,manifest_timeout,7,0,0,0,,923561.82
14,manifest_timeout,4,0,0,0,,923596.16
15,manifest_timeout,6,0,0,0,,923543.35
16,manifest_timeout,6,0,0,0,,727290.94
17,manifest_timeout,6,0,0,0,,923598.32
18,manifest_timeout,6,0,0,0,,931650.35
19,manifest_timeout,5,0,0,0,,923552.7
20,manifest_timeout,5,0,0,0,,931669.47
21,manifest_timeout,5,0,0,0,,923610.22
22,manifest_timeout,7,0,0,0,,742400.34
23,manifest_timeout,6,0,0,33,,931717.55
24,manifest_timeout,6,0,0,0,,931694.47
25,manifest_timeout,5,0,0,0,,931655.86
26,manifest_timeout,6,0,0,0,,931691.54
27,manifest_timeout,6,0,0,0,,923578.06
28,manifest_timeout,7,0,0,0,,923518.37
29,manifest_timeout,6,0,0,0,,923571.81
30,manifest_timeout,5,0,0,0,,736254.96
31,manifest_timeout,6,0,0,0,,923614.12
32,manifest_timeout,6,0,0,0,,923611.03
33,manifest_timeout,7,0,0,0,,923513.68
34,manifest_timeout,5,0,0,0,,742114.35
35,manifest_timeout,5,0,0,0,,923610.1
36,manifest_timeout,6,0,0,0,,931706.74
37,manifest_timeout,6,0,0,0,,931668.7
38,manifest_timeout,6,0,0,0,,923549.13
39,manifest_timeout,7,0,0,0,,742115.04
40,manifest_timeout,5,0,0,0,,931656.78
41,manifest_timeout,6,0,0,0,,923549.36
42,manifest_timeout,5,0,0,0,,931663.11
43,manifest_timeout,6,0,0,0,,734444.97
44,manifest_timeout,6,0,0,0,,923526.31
45,manifest_timeout,5,0,0,0,,931689.9
46,manifest_timeout,5,0,0,0,,931641.43
47,manifest_timeout,5,0,0,0,,931658.16
48,manifest_timeout,5,0,0,0,,923482.27
49,manifest_timeout,5,0,0,0,,741039.98
50,manifest_timeout,6,0,0,0,,923541.64
51,manifest_timeout,5,0,0,0,,931637.51
52,manifest_timeout,5,0,0,0,,742115.26
53,manifest_timeout,5,0,0,0,,931708.22
54,manifest_timeout,5,0,0,0,,931684.67
55,manifest_timeout,5,0,0,0,,923486.97
56,manifest_timeout,5,0,0,0,,931652.5
57,manifest_timeout,6,0,0,0,,923609.78
58,manifest_timeout,6,0,0,0,,931671.79
59,manifest_timeout,6,0,0,0,,923544.79
60,manifest_timeout,5,0,0,0,,923506.09
61,manifest_timeout,6,0,0,0,,931685.57
62,manifest_timeout,6,0,0,0,,931648.78
63,manifest_timeout,5,0,0,0,,931659.47
64,manifest_timeout,5,0,0,0,,931695.29
65,manifest_timeout,6,0,0,0,,931671.77
66,manifest_timeout,6,0,0,0,,931686.56
67,manifest_timeout,6,0,0,0,,742402.14
68,manifest_timeout,6,0,0,0,,931674.11
69,manifest_timeout,6,0,0,0,,931722.01
70,manifest_timeout,6,0,0,0,,923590.48
71,manifest_timeout,5,0,0,0,,923611.5
72,manifest_timeout,7,0,0,0,,931659.43
73,manifest_timeout,5,0,0,0,,923549.72
74,manifest_timeout,5,0,0,0,,923459.93
75,manifest_timeout,6,0,0,0,,931660.36
76,manifest_timeout,5,0,0,0,,931709.49
