clientId,status,manifestRequests,noticeRequests,noticeRetries,bytes,manifestDetectedMs,endToEndMs
1,ready,2,1,0,669,5599.45,6846.65
2,ready,1,1,0,636,1690.03,3617.9
3,ready,2,1,0,636,3715.82,5053.3
4,ready,2,1,0,669,6006.89,7468.29
5,ready,2,2,1,669,4922.59,8089.3
6,ready,1,1,0,636,1849.51,3435.5
7,ready,1,1,0,636,931.92,2930.9
8,ready,2,1,0,669,5971.08,7803.72
9,ready,2,1,0,669,6468.45,8566.33
10,ready,1,1,0,636,1882.83,4388.57
11,ready,1,1,0,636,2120.54,3507.45
12,ready,1,1,0,636,1532.37,3914.02
13,ready,1,1,0,636,2663.66,4189.87
14,ready,1,2,1,636,1530.53,4665.5
15,ready,1,1,0,636,1258.38,3825.64
16,ready,1,1,0,636,1349.61,3826.88
17,ready,2,1,0,669,6468.3,8616.31
18,ready,2,1,0,636,3897.79,6129.74
19,ready,2,3,2,669,6016.34,9288.9
20,ready,2,1,0,669,6050.51,7912.94
21,ready,2,1,0,636,3888.15,6467.19
22,ready,1,1,0,636,3170.41,5178.61
23,ready,1,1,0,636,3170.44,5159.22
24,ready,2,1,0,669,5496.07,7493.53
25,ready,2,1,0,669,6249.76,7833.99
26,ready,2,1,0,669,4692.67,7094.41
27,ready,2,1,0,669,5059.32,7649.5
28,ready,1,1,0,636,1426.48,3354.51
29,ready,1,1,0,636,1742.31,3002.89
30,ready,1,1,0,636,2087.73,3735.58
31,ready,2,1,0,669,5560.03,7448.94
32,ready,1,1,0,636,1788.29,4153.29
33,ready,2,2,1,636,3472.84,6057.46
34,ready,1,1,0,636,2400.41,4670.97
35,ready,1,1,0,636,1577.62,3172.6
36,ready,2,1,0,636,3194.87,5103.37
37,ready,2,1,0,636,3507.39,5553.72
38,ready,1,1,0,636,1954.89,3811.48
39,ready,1,1,0,636,1442.31,3243.46
40,ready,1,1,0,636,3140.11,4209.04
41,ready,1,1,0,636,3049.29,4200.38
42,ready,1,1,0,636,3105.84,5543.3
43,ready,3,2,1,636,6759.52,9444.75
44,ready,2,1,0,636,3488.36,5405.07
45,ready,2,1,0,669,5007.92,6236.52
46,ready,2,1,0,669,6209.83,7393.24
47,ready,1,1,0,636,1479.42,2734.24
48,ready,1,1,0,636,1488.39,3212.91
49,ready,2,1,0,669,6076.28,8279.3
50,ready,2,1,0,669,4951.42,6534.08
51,ready,2,1,0,669,6468.39,9023.51
52,ready,1,1,0,636,1393.51,3753.44
53,ready,2,1,0,669,5911.51,7433.73
54,ready,2,1,0,669,6252.48,7849.87
55,ready,1,1,0,636,1379.28,3361.09
56,ready,1,1,0,636,2358.76,4358.26
57,ready,1,1,0,636,1379.34,3383.15
58,ready,2,1,0,669,5598.97,6789.64
59,ready,2,1,0,669,5599.5,8059.26
60,ready,3,1,0,669,8239.97,10628.08
61,ready,2,1,0,636,3659.66,6267.73
62,ready,2,1,0,669,5862.37,8009.03
63,ready,1,1,0,636,3002.83,4181.66
64,ready,1,1,0,636,1892.57,4362.93
65,ready,1,1,0,636,2273.32,4077.43
66,ready,2,2,1,669,6310.46,8405.38
67,ready,2,1,0,669,6069.48,7207.35
68,ready,2,1,0,669,5200.85,6467.94
